Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
dquot_active.isra.8,0.0,0.0,0.0
ext4_free_group_clusters,0.0,0.0,0.0
sysmalloc,0.0,0.0,0.0
__x86_indirect_thunk_r12,0.0,0.0,0.0
Log_files_stats::update,0.0,0.0,0.0
Log_files_capacity::update_status_variables,0.0,0.0,0.0
log_files_size_of_existing_files,0.0,0.0,0.0
Log_files_dict::find,0.0,0.0,0.0
srv_thread_is_active,0.0,0.0,0.0
os_file_create_func,0.0,0.0,0.0
Fil_shard::acquire,0.0,0.0,0.0
fil_space_t::is_deleted,0.0,0.0,0.0
trx_undo_rec_get_row_ref,0.0,0.0,0.0
undo::Tablespace::needs_truncation,0.0,0.0,0.0
fil_count_undo_deleted,0.0,0.0,0.0
tcp_established_options,0.0,0.0,0.0
tcp_send_ack,0.0,0.0,0.0
__tcp_ack_snd_check,0.0,0.0,0.0
"std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> > >::_M_insert_unique<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> >",0.0,0.0,0.0
Arg_comparator::compare_int_signed,0.0,0.0,0.0
system_filename,0.0,0.0,0.0
__es_tree_search,0.0,0.0,0.0
ext4_block_bitmap_csum_set,0.0,0.0,0.0
AIO::release,0.0,0.0,0.0
Log_files_capacity::soft_logical_capacity,0.0,0.0,0.0
__put_user_4,0.0,0.0,0.0
Aggregator_simple::arg_val_decimal,0.0,0.0,0.0
update_item_cache_if_changed,0.0,0.0,0.0
Field::unpack_int32,0.0,0.0,0.0
Field_str::max_display_length,0.0,0.0,0.0
"std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> > >::_M_insert_<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*>, std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> > >::_Alloc_node>",0.0,0.0,0.0
tcp_rcv_established,0.0,0.0,0.0
virtual thunk to dd::Index_impl::name,0.0,0.0,0.0
Log_event::is_sbr_logging_format,0.0,0.0,0.0
ext4_update_bh_state,0.0,0.0,0.0
ext4_mb_good_group,0.0,0.0,0.0
mtr_t::set_log_mode,0.0,0.0,0.0
page_delete_rec_list_start,0.0,0.0,0.0
row_upd_rec_in_place,0.0,0.0,0.0
ext4_mb_simple_scan_group,0.0,0.0,0.0
fil_space_reserve_free_extents,0.0,0.0,0.0
pread64@plt,0.0,0.0,0.0
tcp_v4_do_rcv,0.0,0.0,0.0
next_zones_zonelist,0.0,0.0,0.0
std::string::_M_leak_hard@plt,0.0,0.0,0.0
Query_log_event::write_post_header_for_derived,0.0,0.0,0.0
__dynamic_cast@plt,0.0,0.0,0.0
row_upd_build_difference_binary,0.0,0.0,0.0
ext4_mb_regular_allocator,0.0,0.0,0.0
ext4_mb_load_buddy,0.0,0.0,0.0
fsp_get_pages_to_extend_ibd,0.0,0.0,0.0
ibuf_update_free_bits_for_two_pages_low,0.0,0.0,0.0
fil_space_release_free_extents,0.0,0.0,0.0
locksys::Latches::Table_shards::get_mutex,0.0,0.0,0.0
Update_rows_log_event::Update_rows_log_event,0.0,0.0,0.0
Field::cmp_binary_offset,0.0,0.0,0.0
row_build_index_entry_low,0.0,0.0,0.0
sync_array_reserve_cell,0.0,0.0,0.0
aio_put_req,0.0,0.0,0.0
radix_tree_maybe_preload,0.0,0.0,0.0
__radix_tree_preload,0.0,0.0,0.0
rw_lock_sx_lock_func,0.0,0.0,0.0
mtr_t::x_lock_space,0.0,0.0,0.0
get_ranges_from_tree,0.0,0.0,0.0
handler::ha_start_bulk_insert,0.0,0.0,0.0
MYSQL_BIN_LOG::init_thd_variables,0.0,0.0,0.0
binlog::AtomicBgcTicket::set_used,0.0,0.0,0.0
Binlog_group_commit_ctx::has_waited,0.0,0.0,0.0
iov_iter_advance,0.0,0.0,0.0
my_write,0.0,0.0,0.0
write@plt,0.0,0.0,0.0
from_kuid,0.0,0.0,0.0
ext4_ext_try_to_merge,0.0,0.0,0.0
carry_global_memory_stat_alloc_delta,0.0,0.0,0.0
std::string::append@plt,0.0,0.0,0.0
find_vma,0.0,0.0,0.0
handler::ha_rnd_init,0.0,0.0,0.0
"temptable::Allocator<temptable::Cursor, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.0,0.0
"temptable::Allocator<temptable::Table::Index_entry, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.0,0.0
temptable::Block_PSI_track_logical_allocation,0.0,0.0,0.0
ZeroRowsIterator::Read,0.0,0.0,0.0
Query_log_event::~Query_log_event,0.0,0.0,0.0
CreateConjunction,0.0,0.0,0.0
rcu_process_callbacks,0.0,0.0,0.0
file_free_rcu,0.0,0.0,0.0
ha_innobase::estimate_rows_upper_bound,0.0,0.0,0.0
buf_LRU_add_block,0.0,0.0,0.0
TTASEventMutex<GenericPolicy>::spin_and_try_lock,0.0,0.0,0.0
strncmp@plt,0.0,0.0,0.0
Item_sum::setup,0.0,0.0,0.0
mysql_unlock_some_tables,0.0,0.0,0.0
setup_sum_funcs,0.0,0.0,0.0
dd::Schema_MDL_locker::ensure_locked,0.0,0.0,0.0
dd::Schema::update_name_key,0.0,0.0,0.0
dd::cache::Dictionary_client::release<dd::Column_statistics>,0.0,0.0,0.0
dd::cache::Object_registry::create_map<dd::cache::Local_multi_map<dd::Column_statistics> >,0.0,0.0,0.0
"std::_Rb_tree<dd::Primary_id_key, std::pair<dd::Primary_id_key const, dd::cache::Cache_element<dd::Schema>*>, std::_Select1st<std::pair<dd::Primary_id_key const, dd::cache::Cache_element<dd::Schema>*> >, std::less<dd::Primary_id_key>, Malloc_allocator<std::pair<dd::Primary_id_key const, dd::cache::Cache_element<dd::Schema>*> > >::_M_insert_unique<std::pair<dd::Primary_id_key const, dd::cache::Cache_element<dd::Schema>*> >",0.0,0.0,0.0
dd::cache::Shared_dictionary_cache::instance,0.0,0.0,0.0
virtual thunk to dd::Table_impl::hidden,0.0,0.0,0.0
std::_Rb_tree_insert_and_rebalance@plt,0.0,0.0,0.0
bh_lru_install,0.0,0.0,0.0
mlog_catenate_string,0.0,0.0,0.0
Sid_map::~Sid_map,0.0,0.0,0.0
dict_table_is_referenced_by_foreign_key,0.0,0.0,0.0
dd::cache::Shared_multi_map<dd::Schema>::release,0.0,0.0,0.0
free_cpumask_var,0.0,0.0,0.0
std::string::_Rep::_M_clone@plt,0.0,0.0,0.0
_L_unlock_16624,0.0,0.0,0.0
__cxxabiv1::__vmi_class_type_info::__do_dyncast,0.0,0.0,0.0
_copy_to_user,0.0,0.0,0.0
buf::Block_hint::buffer_unfix_block_if_needed,0.0,0.0,0.0
temptable::Indexed_cells::cell_from_row,0.0,0.0,0.0
thd_thread_id,0.0,0.0,0.0
"std::vector<unsigned char*, std::allocator<unsigned char*> >::_M_realloc_insert<unsigned char* const&>",0.0,0.0,0.0
String::swap,0.0,0.0,0.0
down_read_trylock,0.0,0.0,0.0
srv_master_thread,0.0,0.0,0.0
Fil_shard::space_release,0.0,0.0,0.0
__cond_resched,0.0,0.0,0.0
thd_start_time,0.0,0.0,0.0
__memcpy_chk@plt,0.0,0.0,0.0
bitmap_subtract,0.0,0.0,0.0
napi_gro_receive,0.0,0.0,0.0
netif_receive_skb_internal,0.0,0.0,0.0
packet_rcv,0.0,0.0,0.0
virtual thunk to dd::Table_impl::se_private_data,0.0,0.0,0.0
"std::basic_string<char, std::char_traits<char>, Stateless_allocator<char, dd::String_type_alloc, My_free_functor> >::basic_string<Stateless_allocator<char, dd::String_type_alloc, My_free_functor> >",0.0,0.0,0.0
Field::make_sort_key,0.0,0.0,0.0
trx_undo_rec_get_table_id,0.0,0.0,0.0
ext4_put_io_end,0.0,0.0,0.0
elv_attempt_insert_merge,0.0,0.0,0.0
srv_get_task_queue_length,0.0,0.0,0.0
rb_insert_color,0.0,0.0,0.0
rb_next,0.0,0.0,0.0
plug_ctx_cmp,0.0,0.0,0.0
ext4_zeroout_es,0.0,0.0,0.0
__getcwd,0.0,0.0,0.0
Encryption::get_type,0.0,0.0,0.0
Log_file_handle::~Log_file_handle,0.0,0.0,0.0
"std::_Rb_tree<unsigned long, std::pair<unsigned long const, Log_file>, std::_Select1st<std::pair<unsigned long const, Log_file> >, std::less<unsigned long>, ut::allocator<std::pair<unsigned long const, Log_file>, ut::detail::allocator_base_pfs<std::pair<unsigned long const, Log_file> > > >::_M_emplace_unique<unsigned long&, Log_file&>",0.0,0.0,0.0
log_block_calc_checksum_crc32,0.0,0.0,0.0
Double_write::instance,0.0,0.0,0.0
dblwr::get_encrypted_frame,0.0,0.0,0.0
mem_heap_dup,0.0,0.0,0.0
workingset_activation,0.0,0.0,0.0
rec_copy_prefix_to_dtuple,0.0,0.0,0.0
std::string::_M_mutate,0.0,0.0,0.0
std::string::find,0.0,0.0,0.0
Field::mem_free,0.0,0.0,0.0
Fil_shard::complete_io,0.0,0.0,0.0
temptable::Handler::get_default_index_algorithm,0.0,0.0,0.0
__netif_receive_skb,0.0,0.0,0.0
Field::do_save_field_metadata,0.0,0.0,0.0
Query_log_event::starts_group,0.0,0.0,0.0
rw_lock_sx_lock_low,0.0,0.0,0.0
MYSQL_BIN_LOG::dec_prep_xids,0.0,0.0,0.0
dd::cache::Dictionary_client::Auto_releaser::transfer_release<dd::Schema>,0.0,0.0,0.0
blk_mq_sched_try_insert_merge,0.0,0.0,0.0
std::__detail::_Prime_rehash_policy::_M_next_bkt@plt,0.0,0.0,0.0
Compression::deserialize,0.0,0.0,0.0
Item_func_between::select_optimize,0.0,0.0,0.0
Item_field::get_cond_filter_default_probability,0.0,0.0,0.0
fil_space_release,0.0,0.0,0.0
thd_wait_begin,0.0,0.0,0.0
Item_func_eq::val_int,0.0,0.0,0.0
thd_tx_is_read_only,0.0,0.0,0.0
BlockReporter::is_encrypted,0.0,0.0,0.0
buf_page_t::set_io_fix,0.0,0.0,0.0
up_read,0.0,0.0,0.0
thd_is_dd_update_stmt,0.0,0.0,0.0
MaterializeIsDoingDeduplication,0.0,0.0,0.0
thd_trx_is_read_only,0.0,0.0,0.0
ReadView::prepare,0.0,0.0,0.0
JOIN_TAB::init_join_cond_ref,0.0,0.0,0.0
Field::eq_def,0.0,0.0,0.0
Field::init,0.0,0.0,0.0
Item_field::get_tmp_table_field,0.0,0.0,0.0
Item_func_opt_neg::subst_argument_checker,0.0,0.0,0.0
setup_tmptable_write_func,0.0,0.0,0.0
TableScanIterator::TableScanIterator,0.0,0.0,0.0
Item_equal::select_optimize,0.0,0.0,0.0
Field::max_packed_col_length,0.0,0.0,0.0
Item_func_numhybrid::fix_num_length_and_dec,0.0,0.0,0.0
mtr_t::memo_release,0.0,0.0,0.0
temptable::Handler::~Handler,0.0,0.0,0.0
TableScanIterator::~TableScanIterator,0.0,0.0,0.0
Item_field::val_decimal,0.0,0.0,0.0
JOIN::get_current_fields,0.0,0.0,0.0
handler::ha_rnd_end,0.0,0.0,0.0
Aggregator_simple::endup,0.0,0.0,0.0
Item::charset_for_protocol,0.0,0.0,0.0
FilterIterator::EndPSIBatchModeIfStarted,0.0,0.0,0.0
THD::inc_status_sort_rows,0.0,0.0,0.0
ha_innobase::index_next,0.0,0.0,0.0
Item::is_expensive_processor,0.0,0.0,0.0
Item_field::save_in_field_inner,0.0,0.0,0.0
temptable::Indexed_cells::cell,0.0,0.0,0.0
temptable::Column::Column,0.0,0.0,0.0
pfs_inc_statement_created_tmp_tables_vc,0.0,0.0,0.0
Filesort_buffer::allocate_block,0.0,0.0,0.0
SortingIterator::Read,0.0,0.0,0.0
handler::start_psi_batch_mode,0.0,0.0,0.0
Delete_rows_log_event::binlog_row_logging_function,0.0,0.0,0.0
pack_rows::ComputeRowSizeUpperBound,0.0,0.0,0.0
Distinct_check::check_query,0.0,0.0,0.0
Group_check::to_opt_trace,0.0,0.0,0.0
is_rollup_group_wrapper,0.0,0.0,0.0
"std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append",0.0,0.0,0.0
Field_long::make_sort_key,0.0,0.0,0.0
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_unique_pos",0.0,0.0,0.0
Rpl_thd_context::get_tx_rpl_delegate_stage_status,0.0,0.0,0.0
Query_log_event::ends_group,0.0,0.0,0.0
Query_log_event::is_sbr_logging_format,0.0,0.0,0.0
non-virtual thunk to Table_map_log_event::write_data_body,0.0,0.0,0.0
std::string::swap,0.0,0.0,0.0
Field::pack_with_metadata_bytes,0.0,0.0,0.0
Field_longstr::max_data_length,0.0,0.0,0.0
cs::util::ReplicatedColumnsView::add_filter_if_needed,0.0,0.0,0.0
Item_ident::aggregate_check_group,0.0,0.0,0.0
"std::vector<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> >, std::allocator<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> > > >::_M_realloc_insert<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> > >",0.0,0.0,0.0
bitmap_n_copy,0.0,0.0,0.0
bitmap_intersect,0.0,0.0,0.0
std::string::_S_construct,0.0,0.0,0.0
std::string::_S_construct@plt,0.0,0.0,0.0
Field_long::get_max_int_value,0.0,0.0,0.0
row_get_autoinc_counter,0.0,0.0,0.0
RecLock::add_to_waitq,0.0,0.0,0.0
Clone_persist_gtid::persists_gtid,0.0,0.0,0.0
invoke_table_check_constraints,0.0,0.0,0.0
Item::save_str_value_in_field,0.0,0.0,0.0
Field_longstr::report_if_important_data,0.0,0.0,0.0
bitmap_is_overlapping,0.0,0.0,0.0
Item_func::param_type_is_default,0.0,0.0,0.0
pfs_set_metadata_lock_status_vc,0.0,0.0,0.0
dd::cache::Dictionary_client::Auto_releaser::~Auto_releaser,0.0,0.0,0.0
dd::cache::Dictionary_client::release<dd::Abstract_table>,0.0,0.0,0.0
dd::cache::Multi_map_base<dd::Abstract_table>::remove_single_element,0.0,0.0,0.0
dd::cache::Multi_map_base<dd::Abstract_table>::add_single_element,0.0,0.0,0.0
"std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Abstract_table>*> > >::find",0.0,0.0,0.0
"dd::cache::Dictionary_client::acquire<dd::Item_name_key, dd::Schema>",0.0,0.0,0.0
dd::cache::Object_registry::~Object_registry,0.0,0.0,0.0
ha_innobase::ha_innobase,0.0,0.0,0.0
thd_tx_isolation,0.0,0.0,0.0
clear_page_c_e,0.0,0.0,0.0
dd_is_table_in_encrypted_tablespace,0.0,0.0,0.0
dd::Properties::from_str<unsigned long>,0.0,0.0,0.0
dd::Properties_impl::get,0.0,0.0,0.0
"std::basic_string<char, std::char_traits<char>, Stateless_allocator<char, dd::String_type_alloc, My_free_functor> >::assign",0.0,0.0,0.0
__strnlen_sse2,0.0,0.0,0.0
Rows_log_event::is_rbr_logging_format,0.0,0.0,0.0
binary_log::Rows_event::~Rows_event,0.0,0.0,0.0
"temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.0,0.0
"temptable::Allocator<temptable::Cursor, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.0,0.0
temptable::Handler::close,0.0,0.0,0.0
dd_table_match<dd::Table>,0.0,0.0,0.0
Optimize_table_order::recalculate_lateral_deps_incrementally,0.0,0.0,0.0
Field::key_length,0.0,0.0,0.0
dirname_part,0.0,0.0,0.0
MDL_ticket::create,0.0,0.0,0.0
"dd::cache::Shared_dictionary_cache::get<dd::Item_name_key, dd::Abstract_table>",0.0,0.0,0.0
dd::cache::Shared_multi_map<dd::Abstract_table>::get<dd::Item_name_key>,0.0,0.0,0.0
dd::cache::Shared_multi_map<dd::Abstract_table>::use_if_present<dd::Item_name_key>,0.0,0.0,0.0
"PFS_buffer_scalable_container<PFS_table, 1024, 1024, PFS_buffer_default_array<PFS_table>, PFS_buffer_default_allocator<PFS_table> >::allocate",0.0,0.0,0.0
pfs_malloc_array,0.0,0.0,0.0
dd::Properties::get<unsigned long>,0.0,0.0,0.0
DsMrr_impl::reset,0.0,0.0,0.0
Log_event::starts_group,0.0,0.0,0.0
check_that_all_fields_are_given_values,0.0,0.0,0.0
Field::binlog_type,0.0,0.0,0.0
binary_log::Query_event::Query_event,0.0,0.0,0.0
btr_cur_optimistic_update,0.0,0.0,0.0
__read_extent_tree_block,0.0,0.0,0.0
page_rec_get_nth_const,0.0,0.0,0.0
AIO::linux_dispatch,0.0,0.0,0.0
ext4_read_block_bitmap_nowait,0.0,0.0,0.0
Fil_system::space_belongs_in_LRU,0.0,0.0,0.0
buf_read_ahead_linear,0.0,0.0,0.0
handler::estimate_in_memory_buffer,0.0,0.0,0.0
temptable::Handler::get_memory_buffer_size,0.0,0.0,0.0
[libstdc++.so.6.0.19],0.0,0.0,0.0
page_add_new_anon_rmap,0.0,0.0,0.0
ceil@plt,0.0,0.0,0.0
sysret_check,0.0,0.0,0.0
blk_mq_sched_restart_hctx.part.5,0.0,0.0,0.0
remove_wait_queue,0.0,0.0,0.0
blk_account_io_completion,0.0,0.0,0.0
__smp_mb__after_atomic,0.0,0.0,0.0
Item_func_plus::~Item_func_plus,0.0,0.0,0.0
SortBufferIterator<true>::~SortBufferIterator,0.0,0.0,0.0
AggregateIterator::EndPSIBatchModeIfStarted,0.0,0.0,0.0
JOIN::clear_fields,0.0,0.0,0.0
Item_sum_sum::clear,0.0,0.0,0.0
Field_string::unpack,0.0,0.0,0.0
Field_str::result_type,0.0,0.0,0.0
trx_undo_prev_version_build,0.0,0.0,0.0
thd_get_tmp_table_size,0.0,0.0,0.0
Compression::is_compressed_page,0.0,0.0,0.0
Item_func_true::val_int,0.0,0.0,0.0
mutex_enter_inline<PolicyMutex<OSTrackMutex<GenericPolicy> > >,0.0,0.0,0.0
binlog::Bgc_ticket_manager::get_front_ticket,0.0,0.0,0.0
"std::_Sp_counted_ptr_inplace<temptable::AllocatorState, std::allocator<temptable::AllocatorState>,",0.0,0.0,0.0
skb_unlink,0.0,0.0,0.0
fget,0.0,0.0,0.0
trx_undo_get_next_rec,0.0,0.0,0.0
fil_space_get_flags,0.0,0.0,0.0
__inc_zone_page_state,0.0,0.0,0.0
__inc_zone_state,0.0,0.0,0.0
alloc_cpumask_var,0.0,0.0,0.0
alloc_cpumask_var_node,0.0,0.0,0.0
x2apic_send_IPI_mask,0.0,0.0,0.0
native_flush_tlb_single,0.0,0.0,0.0
mempool_free,0.0,0.0,0.0
pfs_start_file_wait_vc,0.0,0.0,0.0
blk_queue_exit,0.0,0.0,0.0
arch_local_irq_save,0.0,0.0,0.0
__unqueue_futex,0.0,0.0,0.0
__libc_disable_asynccancel,0.0,0.0,0.0
bio_disassociate_task,0.0,0.0,0.0
PFS_thread::mem_cnt_free,0.0,0.0,0.0
PTI_in_sum_expr::~PTI_in_sum_expr,0.0,0.0,0.0
Transaction_state_tracker::reset,0.0,0.0,0.0
pthread_rwlock_unlock@plt,0.0,0.0,0.0
log_update_buf_limit,0.0,0.0,0.0
__sb_end_write,0.0,0.0,0.0
Log_files_dict::file,0.0,0.0,0.0
dd_request_merge,0.0,0.0,0.0
THD::is_engine_ha_data_detached,0.0,0.0,0.0
"ut_list_remove<ut_list_base<trx_t, ut_list_base_explicit_getter<trx_t, &trx_t::trx_list> > >",0.0,0.0,0.0
trx_undo_gtid_add_update_undo,0.0,0.0,0.0
Log_event::write_footer,0.0,0.0,0.0
THD::set_next_event_pos,0.0,0.0,0.0
elv_rb_find,0.0,0.0,0.0
bio_phys_segments,0.0,0.0,0.0
__kmalloc,0.0,0.0,0.0
String::numchars,0.0,0.0,0.0
EVP_MD_CTX_create@plt,0.0,0.0,0.0
ib_clone_gtid,0.0,0.0,0.0
Clone_persist_gtid::periodic_write,0.0,0.0,0.0
Clone_persist_gtid::flush_gtids,0.0,0.0,0.0
Clone_persist_gtid::update_gtid_trx_no,0.0,0.0,0.0
trx_sys_persist_gtid_num,0.0,0.0,0.0
btr_search_drop_page_hash_index,0.0,0.0,0.0
list_sort,0.0,0.0,0.0
Log_files_dict::Const_iterator::operator++,0.0,0.0,0.0
hrtimer_init_sleeper,0.0,0.0,0.0
PFS_thread::carry_memory_stat_alloc_delta,0.0,0.0,0.0
row_upd_changes_field_size_or_external,0.0,0.0,0.0
rec_offs_nth_default,0.0,0.0,0.0
Item_sum::fix_fields,0.0,0.0,0.0
pthread_self@plt,0.0,0.0,0.0
"temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.0,0.0
temptable::Handler::rnd_init,0.0,0.0,0.0
SortBufferIterator<true>::Init,0.0,0.0,0.0
THD::binlog_delete_row,0.0,0.0,0.0
buf_read_ahead_random,0.0,0.0,0.0
__smp_mb__before_atomic,0.0,0.0,0.0
ReadView::ids_t::reserve,0.0,0.0,0.0
__memcpy_chk_ssse3_back,0.0,0.0,0.0
Item_int::decimal_precision,0.0,0.0,0.0
__es_insert_extent,0.0,0.0,0.0
operator new[],0.0,0.0,0.0
HazardPointer::is_hp,0.0,0.0,0.0
TTASEventMutex<BlockMutexPolicy>::exit,0.0,0.0,0.0
page_set_max_trx_id,0.0,0.0,0.0
blk_rq_map_sg,0.0,0.0,0.0
rw_lock_s_lock_spin,0.0,0.0,0.0
handler::ha_end_bulk_insert,0.0,0.0,0.0
XID_STATE::check_in_xa,0.0,0.0,0.0
__fdget_pos,0.0,0.0,0.0
pfs_get_thread_statement_locker_vc,0.0,0.0,0.0
mem_cgroup_newpage_charge,0.0,0.0,0.0
Commit_order_trx_dependency_tracker::step,0.0,0.0,0.0
std::string::assign,0.0,0.0,0.0
ktime_get,0.0,0.0,0.0
__brelse,0.0,0.0,0.0
ext4_get_inode_flags,0.0,0.0,0.0
__zone_watermark_ok,0.0,0.0,0.0
zone_dirty_ok,0.0,0.0,0.0
generic_write_sync,0.0,0.0,0.0
cap_file_permission,0.0,0.0,0.0
Double_write::check_page_lsn,0.0,0.0,0.0
AIO::select_slot_array,0.0,0.0,0.0
vp_notify,0.0,0.0,0.0
__list_add,0.0,0.0,0.0
TrxUndoRsegsIterator::set_next,0.0,0.0,0.0
dict_table_copy_types,0.0,0.0,0.0
std::string::_M_mutate@plt,0.0,0.0,0.0
btr_search_drop_page_hash_when_freed,0.0,0.0,0.0
__strcpy_chk,0.0,0.0,0.0
std::string::_S_construct<char*>@plt,0.0,0.0,0.0
dd_mdl_release,0.0,0.0,0.0
ibuf_set_free_bits_func,0.0,0.0,0.0
__jbd2_journal_temp_unlink_buffer,0.0,0.0,0.0
Gtid_state::update_gtids_impl_lock_sidnos,0.0,0.0,0.0
jbd2_log_do_checkpoint,0.0,0.0,0.0
time@plt,0.0,0.0,0.0
check_unique_constraint,0.0,0.0,0.0
pfs_open_table_v1,0.0,0.0,0.0
Item_field::val_str,0.0,0.0,0.0
THD::binlog_prepare_pending_rows_event<Delete_rows_log_event>,0.0,0.0,0.0
Delete_rows_log_event::Delete_rows_log_event,0.0,0.0,0.0
row_get_prebuilt_update_vector,0.0,0.0,0.0
row_create_update_node_for_mysql,0.0,0.0,0.0
Item::add_field_to_cond_set_processor,0.0,0.0,0.0
__libc_pread64,0.0,0.0,0.0
buf_page_t::is_io_fix_read_as_opposed_to_write,0.0,0.0,0.0
my_b_fill,0.0,0.0,0.0
Fil_shard::remove_from_LRU,0.0,0.0,0.0
fil_io_set_encryption,0.0,0.0,0.0
SyncFileIO::execute,0.0,0.0,0.0
Aggregator_simple::setup,0.0,0.0,0.0
__memmove_chk@plt,0.0,0.0,0.0
__sprintf_chk@plt,0.0,0.0,0.0
Group_check::do_ident_check,0.0,0.0,0.0
Field_long::max_display_length,0.0,0.0,0.0
Item_sum::add_used_tables_for_aggr_func,0.0,0.0,0.0
row_prebuilt_t::can_prefetch_records,0.0,0.0,0.0
my_decimal::check_result,0.0,0.0,0.0
Item_sum_sum::no_rows_in_result,0.0,0.0,0.0
JOIN::restore_fields,0.0,0.0,0.0
__wait_on_buffer,0.0,0.0,0.0
elv_rb_del,0.0,0.0,0.0
Xid_apply_log_event::ends_group,0.0,0.0,0.0
srv_purge_wakeup,0.0,0.0,0.0
"std::vector<unsigned int, ut::allocator<unsigned int, ut::detail::allocator_base_pfs<unsigned int> > >::_M_realloc_insert<unsigned int const&>",0.0,0.0,0.0
Log_file_handle::prepare_io_request,0.0,0.0,0.0
syscall@plt,0.0,0.0,0.0
que_fork_scheduler_round_robin,0.0,0.0,0.0
btr_node_ptr_delete,0.0,0.0,0.0
page_cur_delete_rec,0.0,0.0,0.0
queued_spin_lock_slowpath,0.0,0.0,0.0
__mem_cgroup_count_vm_event,0.0,0.0,0.0
cpumask_any_but,0.0,0.0,0.0
pfs_detect_telemetry_vc,0.0,0.0,0.0
__x86_indirect_thunk_rdx,0.0,0.0,0.0
Aggregator_simple::~Aggregator_simple,0.0,0.0,0.0
LEX::first_lists_tables_same,0.0,0.0,0.0
pfs_destroy_metadata_lock_vc,0.0,0.0,0.0
"temptable::Allocator<temptable::Column, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.0,0.0
jbd2_cleanup_journal_tail,0.0,0.0,0.0
__jbd2_log_wait_for_space,0.0,0.0,0.0
PFS_user::carry_memory_stat_alloc_delta,0.0,0.0,0.0
"ut_list_remove<ut_list_base<ib_lock_t, TableLockGetNode> >",0.0,0.0,0.0
Binlog_group_commit_ctx::get_session_ticket,0.0,0.0,0.0
MYSQL_BIN_LOG::finish_commit,0.0,0.0,0.0
down_read,0.0,0.0,0.0
lookup_page_cgroup,0.0,0.0,0.0
__mem_cgroup_try_charge,0.0,0.0,0.0
__memcpy,0.0,0.0,0.0
MYSQL_BIN_LOG::process_after_commit_stage_queue,0.0,0.0,0.0
Gtid_state::update_gtids_impl_do_nothing,0.0,0.0,0.0
THD::store_globals,0.0,0.0,0.0
locksys::Global_shared_latch_guard::is_x_blocked_by_us,0.0,0.0,0.0
