Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
"std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, binlog_cache_data::cache_state>, std::_Select1st<std::pair<unsigned long long const, binlog_cache_data::cache_state> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, binlog_cache_data::cache_state> > >::_M_get_insert_hint_unique_pos",0.0,0.01,0.005
Item_sum_sum::Item_sum_sum,0.0,0.01,0.005
__lru_cache_add,0.0,0.01,0.005
log_buffer_set_first_record_group,0.0,0.01,0.005
posix_fallocate64,0.0,0.01,0.005
thd_get_trx_isolation,0.0,0.01,0.005
sys_fallocate,0.0,0.01,0.005
vfs_fallocate,0.0,0.01,0.005
dd_dispatch_request,0.0,0.01,0.005
srv_inc_activity_count,0.0,0.01,0.005
JOIN::clear_sj_tmp_tables,0.0,0.01,0.005
Item_sum::used_tables,0.0,0.01,0.005
current_fs_time,0.0,0.01,0.005
ext4_da_update_reserve_space,0.0,0.01,0.005
"temptable::Allocator<unsigned char, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.005
Item_string::save_in_field_inner,0.0,0.01,0.005
__sprintf_chk,0.0,0.01,0.005
security_file_permission,0.0,0.01,0.005
THD::inc_status_created_tmp_tables,0.0,0.01,0.005
thd_get_xid,0.0,0.01,0.005
dd::cache::Local_multi_map<dd::Abstract_table>::erase,0.0,0.01,0.004
dd::cache::Local_multi_map<dd::Resource_group>::erase,0.0,0.01,0.004
KEY_PART_INFO::init_flags,0.0,0.01,0.004
ext4_nonda_switch,0.0,0.01,0.004
Commit_stage_manager::update_session_ticket_state,0.0,0.01,0.004
stmt_has_updated_trans_table,0.0,0.01,0.004
trx_undo_update_cleanup,0.0,0.01,0.004
Item_sum_sum::val_str,0.0,0.01,0.004
THD::inc_status_select_range,0.0,0.01,0.004
Field_string::max_packed_col_length,0.0,0.01,0.004
Transaction_state_tracker::end_trx,0.0,0.01,0.004
skb_put,0.0,0.01,0.004
pfs_unbind_table_v1,0.0,0.01,0.004
Item::init_make_field,0.0,0.01,0.004
__vdso_time,0.0,0.01,0.004
Sql_cmd_dml::is_data_change_stmt,0.0,0.01,0.004
THD::is_dml_gtid_compatible,0.0,0.01,0.004
MDL_ticket_store::find,0.0,0.01,0.004
trx_purge_add_update_undo_to_history,0.0,0.01,0.004
find_get_pages,0.0,0.01,0.004
pagevec_lookup,0.0,0.01,0.004
"mysqlns::buffer::Rw_buffer_sequence<unsigned char, std::vector>::set_position",0.0,0.01,0.004
pfs_get_thread_file_descriptor_locker_vc,0.0,0.01,0.004
binlog_cache_data::reset,0.0,0.02,0.004
thd_get_thread_id,0.0,0.01,0.004
binlog::AtomicBgcTicket::load,0.0,0.01,0.004
dd::cache::Dictionary_client::acquire<dd::Schema>,0.0,0.01,0.004
std::_Function_handler<bool,0.0,0.01,0.004
Log_event::need_checksum,0.0,0.01,0.004
inc_zone_page_state,0.0,0.01,0.004
Group_check::check_expression,0.0,0.01,0.004
sbitmap_queue_wake_up,0.0,0.01,0.004
Field::check_constraints,0.0,0.01,0.004
IO_CACHE_binlog_cache_storage::begin,0.0,0.01,0.004
_IO_old_init,0.0,0.01,0.004
Commit_stage_manager::wait_for_ticket_turn,0.0,0.01,0.004
Field_string::val_str,0.0,0.01,0.004
Item_sum_sum::val_decimal,0.0,0.01,0.004
ext4_journal_check_start,0.0,0.01,0.004
"ut_list_remove<ut_list_base<ReadView, ut_list_base_explicit_getter<ReadView, &ReadView::m_view_list> > >",0.0,0.02,0.004
wake_q_add,0.0,0.01,0.004
row_insert_for_mysql,0.0,0.01,0.004
equality_determines_uniqueness,0.0,0.01,0.004
sbitmap_any_bit_set,0.0,0.01,0.004
ext4_meta_trans_blocks,0.0,0.01,0.004
dd::cache::Local_multi_map<dd::Routine>::erase,0.0,0.01,0.004
EVP_DigestInit_ex@plt,0.0,0.01,0.004
Item::visit_all_analyzer,0.0,0.01,0.004
intern_filename,0.0,0.01,0.004
make_group_fields,0.0,0.01,0.004
blk_mq_sched_restart,0.0,0.01,0.004
ext4_put_io_end_defer,0.0,0.01,0.004
strcmp@plt,0.0,0.01,0.004
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Event>,0.0,0.01,0.004
Field::move_field_offset,0.0,0.01,0.004
Item_field::mark_field_in_map,0.0,0.01,0.004
Group_check::is_fd_on_source,0.0,0.01,0.004
unwrap_rollup_group,0.0,0.01,0.004
Transaction_dependency_tracker::get_max_committed_timestamp,0.0,0.01,0.004
"temptable::Allocator<std::__detail::_Hash_node_base*, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.004
Item_equal::update_const,0.0,0.01,0.004
temptable::Handler::table_flags,0.0,0.01,0.004
Query_block::set_lock_for_tables,0.0,0.01,0.004
temptable::Storage::allocate_back,0.0,0.01,0.004
virtqueue_notify,0.0,0.01,0.004
TABLE::mark_columns_needed_for_delete,0.0,0.01,0.004
iowrite16,0.0,0.01,0.004
JOIN::clear_corr_derived_tmp_tables,0.0,0.01,0.004
Item::collect_item_field_processor,0.0,0.01,0.004
mempool_alloc_slab,0.0,0.01,0.004
Filesort::make_sortorder,0.0,0.01,0.004
Item::is_expensive,0.0,0.01,0.004
Field::max_data_length,0.0,0.01,0.004
fil_space_t::get_file_node,0.0,0.01,0.004
Fil_shard::get_file_for_io,0.0,0.01,0.004
prepare_to_wait,0.0,0.01,0.004
Binlog_cache_compressor::~Binlog_cache_compressor,0.0,0.01,0.004
Ha_trx_info_list::Ha_trx_info_list,0.0,0.01,0.004
thd_sql_command,0.0,0.01,0.004
__snprintf_chk,0.0,0.01,0.004
trx_savept_take,0.0,0.01,0.004
Rows_log_event::write_data_header,0.0,0.01,0.004
Item_sum_sum::~Item_sum_sum,0.0,0.01,0.004
btr_search_update_hash_on_insert,0.0,0.01,0.004
MaterializeIterator<DummyIteratorProfiler>::~MaterializeIterator,0.0,0.01,0.004
row_upd_index_entry_sys_field,0.0,0.01,0.004
"std::_Hashtable<unsigned int, std::pair<unsigned int const, std::unique_ptr<HASH_ROW_ENTRY, hash_slave_rows_free_entry> >, Malloc_allocator<std::pair<unsigned int const, std::unique_ptr<HASH_ROW_ENTRY, hash_slave_rows_free_entry> > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::~_Hashtable",0.0,0.01,0.0033333333333333335
clockid_to_kclock,0.0,0.01,0.0033333333333333335
buf_flush_write_complete,0.0,0.01,0.0033333333333333335
cs::util::ColumnFilterOutboundFunctionalIndexes::~ColumnFilterOutboundFunctionalIndexes,0.0,0.01,0.0033333333333333335
log_files_number_of_consumed_files,0.0,0.01,0.0033333333333333335
blk_rq_bio_prep,0.0,0.01,0.0033333333333333335
time_normalizer::get_statement,0.0,0.01,0.0033333333333333335
poll_freewait,0.0,0.01,0.0033333333333333335
pfs_set_mem_cnt_THD_vc,0.0,0.01,0.0033333333333333335
TABLE_SHARE::find_first_unused_tmp_key,0.0,0.01,0.0033333333333333335
binlog::BgcTicket::is_set,0.0,0.01,0.0033333333333333335
fil_space_get_page_size,0.0,0.01,0.0033333333333333335
jbd2_journal_grab_journal_head,0.0,0.01,0.0033333333333333335
temptable::Handler::scan_time,0.0,0.01,0.0033333333333333335
ext4_es_insert_extent,0.0,0.01,0.0033333333333333335
AIO::get_array_and_local_segment,0.0,0.01,0.0033333333333333335
Sql_cmd_delete::precheck,0.0,0.01,0.0033333333333333335
Rpl_transaction_ctx::is_transaction_rollback,0.0,0.01,0.0033333333333333335
find_statement_class,0.0,0.01,0.0033333333333333335
row_vers_old_has_index_entry,0.0,0.01,0.0033333333333333335
pack_rows::Column::Column,0.0,0.01,0.0033333333333333335
ext4_read_block_bitmap,0.0,0.01,0.0033333333333333335
buf_page_lsn_check,0.0,0.01,0.0033333333333333335
Item_field::val_int,0.0,0.01,0.0033333333333333335
mem_root_deque<Table_ref*>::add_block_back,0.0,0.01,0.0033333333333333335
Write_rows_log_event::get_general_type_code,0.0,0.01,0.0033333333333333335
std::_Hash_bytes@plt,0.0,0.01,0.0033333333333333335
MYSQL_BIN_LOG::inc_prep_xids,0.0,0.01,0.0033333333333333335
prepare_triggers_for_insert_stmt,0.0,0.01,0.0033333333333333335
get_max_key_and_part_length,0.0,0.01,0.0033333333333333335
Field::set_field_index,0.0,0.01,0.0033333333333333335
pfs_inc_statement_sort_rows_vc,0.0,0.01,0.0033333333333333335
ext4_ext_insert_extent,0.0,0.01,0.0033333333333333335
Item_sum_sum::add,0.0,0.01,0.0033333333333333335
crc16,0.0,0.01,0.0033333333333333335
ext4_group_desc_csum_set,0.0,0.01,0.0033333333333333335
buf_LRU_adjust_hp,0.0,0.01,0.0033333333333333335
elv_rqhash_find,0.0,0.01,0.0033333333333333335
net_rx_action,0.0,0.01,0.0033333333333333335
pfs_set_thread_secondary_engine_vc,0.0,0.01,0.0033333333333333335
Item::decimal_precision,0.0,0.01,0.0033333333333333335
tracesys,0.0,0.01,0.0025
update_io_ticks,0.0,0.01,0.0025
binlog::Bgc_ticket_manager::add_processed_sessions_to_front_ticket,0.0,0.01,0.0025
Item::val_string_from_decimal,0.0,0.01,0.0025
SortingIterator::CleanupAfterQuery,0.0,0.01,0.0025
Query_expression::ClearForExecution,0.0,0.01,0.0025
__pthread_mutex_unlock_usercnt,0.0,0.01,0.0025
Fil_system::space_acquire,0.0,0.01,0.0025
Table_ref::is_derived_unfinished_materialization,0.0,0.01,0.0025
find_worst_seeks,0.0,0.01,0.0025
Item::equal_fields_propagator,0.0,0.01,0.0025
__set_current_blocked,0.0,0.01,0.0025
trx_undo_update_rec_get_update,0.0,0.01,0.0025
jbd2_journal_cancel_revoke,0.0,0.01,0.0025
pfs_inc_statement_sort_scan_vc,0.0,0.01,0.0025
Fil_shard::prepare_file_for_io,0.0,0.01,0.0025
std::string::_Rep::_M_destroy@plt,0.0,0.01,0.0025
page_delete_rec_list_end,0.0,0.01,0.0025
Commit_stage_manager::update_ticket_manager,0.0,0.01,0.0025
__percpu_counter_add,0.0,0.01,0.0025
__delayacct_blkio_start,0.0,0.01,0.0025
pfs_set_statement_rows_sent_vc,0.0,0.01,0.0025
__x86_return_thunk,0.0,0.01,0.0025
Sort_param::init_for_filesort,0.0,0.01,0.0025
"temptable::Allocator<unsigned char, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.01,0.0025
Locked_tables_list::unlock_locked_tables,0.0,0.01,0.0025
Func_ptr::Func_ptr,0.0,0.01,0.0025
getnstimeofday64,0.0,0.01,0.0025
pfs_get_current_thread_event_id_vc,0.0,0.01,0.0025
pthread_mutex_lock@plt,0.0,0.01,0.0025
rcu_bh_qs,0.0,0.01,0.0025
trx_undo_get_first_rec,0.0,0.01,0.0025
buf_page_create,0.0,0.01,0.0025
net_store_data,0.0,0.01,0.0025
fseg_inode_get,0.0,0.01,0.0025
ext4_release_io_end,0.0,0.01,0.0025
strlength,0.0,0.01,0.0025
blk_queue_enter,0.0,0.01,0.0025
ha_innobase::release_auto_increment,0.0,0.01,0.0025
fsp_get_space_header,0.0,0.01,0.0025
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Tablespace>,0.0,0.01,0.0025
blk_mq_start_request,0.0,0.01,0.0025
strconvert,0.0,0.01,0.0025
Field::null_offset,0.0,0.01,0.0025
LinuxAIOHandler::collect,0.0,0.01,0.0025
_raw_qspin_lock_irq,0.0,0.01,0.0025
mem_root_deque<mem_root_deque<Item*>*>::add_block_back,0.0,0.01,0.0025
Trx_by_id_with_min::erase,0.0,0.01,0.0025
pfs_set_transaction_gtid_v1,0.0,0.01,0.0025
binary_log::Gtid_event::get_commit_group_ticket_length,0.0,0.01,0.0025
Item::replace_equal_field,0.0,0.01,0.0025
trans_reset_one_shot_chistics,0.0,0.01,0.0025
TABLE::prepare_for_position,0.0,0.01,0.0025
sbitmap_get,0.0,0.01,0.0025
__blk_mq_get_tag,0.0,0.01,0.0025
Item_sum::update_used_tables,0.0,0.01,0.0025
Item::numeric_context_result_type,0.0,0.01,0.0025
Rpl_transaction_write_set_ctx::add_write_set,0.0,0.01,0.0025
copy_funcs,0.0,0.01,0.0025
ut_lock_free_hash_t::insert_or_update,0.0,0.01,0.0025
AggregateIterator::SetRollupLevel,0.0,0.01,0.0025
recv@plt,0.0,0.01,0.0025
get_rpl_part_id,0.0,0.01,0.0025
ext4_ext_index_trans_blocks,0.0,0.01,0.0025
JOIN::contains_non_aggregated_fts,0.0,0.01,0.0025
Item::cast_incompatible_args,0.0,0.01,0.0025
sched_getcpu@plt,0.0,0.01,0.0025
Optimize_table_order::backout_nj_state,0.0,0.01,0.0025
ExtractConditions,0.0,0.01,0.0025
Log_event::write_header_to_memory,0.0,0.01,0.0025
PFS_host::carry_memory_stat_alloc_delta,0.0,0.01,0.0025
TABLE::has_columns_marked_for_partial_update,0.0,0.01,0.0025
THD::is_binlog_cache_empty,0.0,0.01,0.0025
row_upd_store_row,0.0,0.01,0.0025
elv_merge,0.0,0.01,0.0025
dd_insert_requests,0.0,0.01,0.002
Item_field::numeric_context_result_type,0.0,0.01,0.002
os_event::get_wait_timelimit,0.0,0.01,0.002
THD::binlog_setup_trx_data,0.0,0.01,0.002
std::chrono::_V2::steady_clock::now,0.0,0.01,0.002
meb::redo_log_archive_produce,0.0,0.01,0.002
Item::clean_up_after_removal,0.0,0.01,0.002
Field::pack_int32,0.0,0.01,0.002
aio_read_events,0.0,0.01,0.002
_L_lock_16654,0.0,0.01,0.002
deadline_remove_request,0.0,0.01,0.002
generic_write_checks,0.0,0.01,0.002
ha_lock_engine,0.0,0.01,0.002
ext4_io_submit_init,0.0,0.01,0.002
temptable::Handler::rnd_next,0.0,0.01,0.002
blk_insert_flush,0.0,0.01,0.002
page_mkclean,0.0,0.01,0.002
sbitmap_queue_clear,0.0,0.01,0.002
log_files_number_of_existing_files,0.0,0.01,0.002
TABLE::mark_auto_increment_column,0.0,0.01,0.002
bvec_alloc,0.0,0.01,0.002
dict_index_node_ptr_max_size,0.0,0.01,0.002
blk_throtl_bio,0.0,0.01,0.002
Query_block::set_lock_for_table,0.0,0.01,0.002
blk_add_timer,0.0,0.01,0.002
handler::update_auto_increment,0.0,0.01,0.002
OPENSSL_init,0.0,0.01,0.002
"Prealloced_array<pack_rows::Table, 4ul>::reserve",0.0,0.01,0.002
"std::__detail::_Hashtable_alloc<temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> > >::_M_deallocate_buckets",0.0,0.01,0.002
hrtimer_try_to_cancel,0.0,0.01,0.002
JOIN::alloc_ref_item_slice,0.0,0.01,0.002
find_shortest_key,0.0,0.01,0.002
ha_innobase::multi_range_read_next,0.0,0.01,0.002
fsp_is_session_temporary,0.0,0.01,0.002
fseg_free_page,0.0,0.01,0.002
net_length_size,0.0,0.01,0.002
temptable::Index::Index,0.0,0.01,0.002
disk_map_sector_rcu,0.0,0.01,0.002
ext4_write_checks.isra.8,0.0,0.01,0.002
pfs_inc_statement_select_range_vc,0.0,0.01,0.002
dirname_length,0.0,0.01,0.002
Item_num_op::set_numeric_type,0.0,0.01,0.002
insert_events_transactions_history,0.0,0.01,0.002
jbd2_journal_put_journal_head,0.0,0.01,0.002
create_table,0.0,0.01,0.002
os_event_set,0.0,0.01,0.002
Rows_log_event::get_data_size,0.0,0.01,0.002
bitmap_bits_set,0.0,0.01,0.002
Field_string::do_save_field_metadata,0.0,0.01,0.002
cs::util::ColumnFilterOutboundFunctionalIndexes::filter_column,0.0,0.01,0.002
MY_XXH64,0.0,0.01,0.002
Field::real_type,0.0,0.01,0.002
alloc_buffer_head,0.0,0.01,0.002
Item_sum::set_aggregator,0.0,0.01,0.002
Item_sum_sum::result_type,0.0,0.01,0.002
fil_space_t::get_recent_version,0.0,0.01,0.002
handle_dots,0.0,0.0,0.0
Field_long::pack,0.0,0.0,0.0
ext4_extent_block_csum_set,0.0,0.0,0.0
lrint@plt,0.0,0.0,0.0
non-virtual thunk to Table_map_log_event::is_rbr_logging_format,0.0,0.0,0.0
mem_cgroup_charge_statistics.isra.20,0.0,0.0,0.0
THD::inc_sent_row_count,0.0,0.0,0.0
THD::binlog_prepare_pending_rows_event<Update_rows_log_event>,0.0,0.0,0.0
jbd2_journal_update_sb_log_tail,0.0,0.0,0.0
lock_has_to_wait,0.0,0.0,0.0
MVCC::view_close,0.0,0.0,0.0
_L_unlock_738,0.0,0.0,0.0
activate_page,0.0,0.0,0.0
locksys::has_to_wait,0.0,0.0,0.0
rename,0.0,0.0,0.0
Gtid_specification::to_string,0.0,0.0,0.0
Log_files_dict::add,0.0,0.0,0.0
ext4_split_extent_at,0.0,0.0,0.0
__jbd2_update_log_tail,0.0,0.0,0.0
dict_set_compression,0.0,0.0,0.0
IO_CACHE_binlog_cache_storage::next,0.0,0.0,0.0
dd::tables::Tables::update_object_key,0.0,0.0,0.0
sys_rename,0.0,0.0,0.0
binlog::monitoring::Context::transaction_compression,0.0,0.0,0.0
MaterializeIterator<DummyIteratorProfiler>::EndPSIBatchModeIfStarted,0.0,0.0,0.0
rb_erase,0.0,0.0,0.0
Log_event::ends_group,0.0,0.0,0.0
calloc@plt,0.0,0.0,0.0
jbd2_write_superblock,0.0,0.0,0.0
Rpl_transaction_ctx::cleanup,0.0,0.0,0.0
elv_rqhash_del.part.6,0.0,0.0,0.0
put_cpu_partial,0.0,0.0,0.0
Protocol_classic::store_field,0.0,0.0,0.0
__es_remove_extent,0.0,0.0,0.0
Commit_order_manager::wait_for_its_turn_before_flush_stage,0.0,0.0,0.0
btr_cur_optimistic_latch_leaves,0.0,0.0,0.0
is_already_logged_transaction,0.0,0.0,0.0
FakeSingleRowIterator::Init,0.0,0.0,0.0
AggregateIterator::StartPSIBatchMode,0.0,0.0,0.0
__read_lock_failed,0.0,0.0,0.0
thd_get_psi,0.0,0.0,0.0
native_queued_spin_lock_slowpath,0.0,0.0,0.0
row_upd_replace,0.0,0.0,0.0
drop_futex_key_refs.isra.13,0.0,0.0,0.0
virtqueue_get_buf,0.0,0.0,0.0
flst_insert_after,0.0,0.0,0.0
buf_page_make_old,0.0,0.0,0.0
log_mark_file_as_in_use,0.0,0.0,0.0
virtnet_poll,0.0,0.0,0.0
os_event_reset,0.0,0.0,0.0
__x86_indirect_thunk_r15,0.0,0.0,0.0
get_vma_policy,0.0,0.0,0.0
wait_for_stable_page,0.0,0.0,0.0
btr_pcur_t::copy_stored_position,0.0,0.0,0.0
THD::Query_plan::set_modification_plan,0.0,0.0,0.0
RecLock::lock_add,0.0,0.0,0.0
Transaction_dependency_tracker::update_max_committed,0.0,0.0,0.0
dict_table_autoinc_unlock,0.0,0.0,0.0
mempool_free_slab,0.0,0.0,0.0
ext4_split_extent.isra.41,0.0,0.0,0.0
non-virtual thunk to Table_map_log_event::write_data_header,0.0,0.0,0.0
dict_table_is_system,0.0,0.0,0.0
__mnt_drop_write_file,0.0,0.0,0.0
__fsnotify_parent,0.0,0.0,0.0
lock_update_merge_right,0.0,0.0,0.0
dict_table_t::acquire_with_lock,0.0,0.0,0.0
dict_table_close,0.0,0.0,0.0
buf::Block_hint::clear,0.0,0.0,0.0
dd::cache::Multi_map_base<dd::Schema>::remove_single_element,0.0,0.0,0.0
operator delete[],0.0,0.0,0.0
"std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*> > >::equal_range",0.0,0.0,0.0
user_path_parent,0.0,0.0,0.0
filename_lookup,0.0,0.0,0.0
dd_table_close,0.0,0.0,0.0
btr_search_update_hash_on_delete,0.0,0.0,0.0
cs::util::ReplicatedColumnsView::set_thd,0.0,0.0,0.0
ext4_data_block_valid,0.0,0.0,0.0
fseg_free_step_not_header,0.0,0.0,0.0
validate_default_values_of_unset_fields,0.0,0.0,0.0
"dd::cache::Dictionary_client::acquire_uncommitted<dd::Primary_id_key, dd::Schema>",0.0,0.0,0.0
Purge_groups_t::find_smallest_group,0.0,0.0,0.0
nanosleep@plt,0.0,0.0,0.0
LRUHp::adjust,0.0,0.0,0.0
Fil_shard::get_AIO_mode,0.0,0.0,0.0
dd::cache::Multi_map_base<dd::Schema>::add_single_element,0.0,0.0,0.0
Query_log_event::get_post_header_size_for_derived,0.0,0.0,0.0
path_lookupat,0.0,0.0,0.0
Log_event::operator new,0.0,0.0,0.0
Adaptive_flush::set_flush_target_by_lsn,0.0,0.0,0.0
Adaptive_flush::page_recommendation,0.0,0.0,0.0
fseg_create_general,0.0,0.0,0.0
dd::release_mdl,0.0,0.0,0.0
radix_tree_tagged,0.0,0.0,0.0
"std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string",0.0,0.0,0.0
Log_event::is_rbr_logging_format,0.0,0.0,0.0
Transaction_compression_ctx::managed_buffer_sequence,0.0,0.0,0.0
wait_transaction_locked,0.0,0.0,0.0
mlog_write_string,0.0,0.0,0.0
buf_calc_page_crc32,0.0,0.0,0.0
"std::_Rb_tree<dd::Item_name_key, std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*>, std::_Select1st<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*> >, std::less<dd::Item_name_key>, Malloc_allocator<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*> > >::_M_insert_unique<std::pair<dd::Item_name_key const, dd::cache::Cache_element<dd::Schema>*> >",0.0,0.0,0.0
sys_renameat2,0.0,0.0,0.0
fil_space_acquire_silent,0.0,0.0,0.0
put_ioctx,0.0,0.0,0.0
Fil_shard::add_to_lru_if_needed,0.0,0.0,0.0
binary_log::Rows_event::Extra_row_info::~Extra_row_info,0.0,0.0,0.0
Log_file_handle::close,0.0,0.0,0.0
jbd2_journal_blocks_per_page,0.0,0.0,0.0
mapping_tagged,0.0,0.0,0.0
btr_page_get_split_rec_to_left,0.0,0.0,0.0
blk_queue_bounce,0.0,0.0,0.0
srv_set_io_thread_op_info,0.0,0.0,0.0
mempool_alloc,0.0,0.0,0.0
sg_next,0.0,0.0,0.0
blk_mq_sched_request_inserted,0.0,0.0,0.0
"std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string@plt",0.0,0.0,0.0
SYSC_renameat2,0.0,0.0,0.0
ReadView::check_trx_id_sanity,0.0,0.0,0.0
Add_dirty_blocks_to_flush_list::Add_dirty_blocks_to_flush_list,0.0,0.0,0.0
lock_update_delete,0.0,0.0,0.0
__sbitmap_get_word,0.0,0.0,0.0
mpage_release_unused_pages,0.0,0.0,0.0
__libc_pwrite64,0.0,0.0,0.0
Field::is_unsigned,0.0,0.0,0.0
MaterializeIterator<DummyIteratorProfiler>::StartPSIBatchMode,0.0,0.0,0.0
trx_undo_rec_get_partial_row,0.0,0.0,0.0
Log_files_dict::Const_iterator::operator*,0.0,0.0,0.0
log_mark_file_as_unused,0.0,0.0,0.0
sys_open,0.0,0.0,0.0
do_sys_open,0.0,0.0,0.0
do_filp_open,0.0,0.0,0.0
path_openat,0.0,0.0,0.0
do_last,0.0,0.0,0.0
may_open,0.0,0.0,0.0
inode_permission,0.0,0.0,0.0
__inode_permission,0.0,0.0,0.0
generic_permission,0.0,0.0,0.0
in_group_p,0.0,0.0,0.0
groups_search,0.0,0.0,0.0
part_inc_in_flight,0.0,0.0,0.0
std::locale::locale,0.0,0.0,0.0
_raw_write_lock,0.0,0.0,0.0
log_data_blocks_write,0.0,0.0,0.0
"virtual thunk to std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::~basic_ostringstream",0.0,0.0,0.0
std::ostream::_M_insert<unsigned long>,0.0,0.0,0.0
__mutex_lock_slowpath,0.0,0.0,0.0
mutex_spin_on_owner,0.0,0.0,0.0
os_event::wait_low,0.0,0.0,0.0
ib_src_main,0.0,0.0,0.0
ibuf_merge_in_background,0.0,0.0,0.0
rec_get_nth_field_old,0.0,0.0,0.0
Log_files_capacity::is_resizing_down,0.0,0.0,0.0
AIOHandler::post_io_processing,0.0,0.0,0.0
Item_sum::mark_as_sum_func,0.0,0.0,0.0
ip_rcv_finish,0.0,0.0,0.0
handler::adjust_next_insert_id_after_explicit_value,0.0,0.0,0.0
ha_innobase::was_semi_consistent_read,0.0,0.0,0.0
trx_sys_write_max_trx_id,0.0,0.0,0.0
locksys::Shard_naked_latches_guard::Shard_naked_latches_guard,0.0,0.0,0.0
trans_check_state,0.0,0.0,0.0
Commit_stage_manager::Mutex_queue::fetch_and_empty,0.0,0.0,0.0
Commit_stage_manager::signal_end_of_ticket,0.0,0.0,0.0
binlog::Bgc_ticket_manager::get_coalesced_ticket,0.0,0.0,0.0
process_backlog,0.0,0.0,0.0
__netif_receive_skb_core,0.0,0.0,0.0
ip_rcv,0.0,0.0,0.0
ip_local_deliver,0.0,0.0,0.0
my_sync,0.0,0.0,0.0
ip_local_deliver_finish,0.0,0.0,0.0
tcp_v4_rcv,0.0,0.0,0.0
__inet_lookup_established,0.0,0.0,0.0
__libc_write,0.0,0.0,0.0
Gtid_state::end_gtid_violating_transaction,0.0,0.0,0.0
Gtid_log_event::write_post_header_to_memory,0.0,0.0,0.0
MYSQL_BIN_LOG::update_thd_next_event_pos,0.0,0.0,0.0
Gtid_log_event::write_body_to_memory,0.0,0.0,0.0
ext4_can_extents_be_merged,0.0,0.0,0.0
ext4_mb_use_preallocated,0.0,0.0,0.0
ext4_get_group_no_and_offset,0.0,0.0,0.0
rec_get_nth_field_offs_old,0.0,0.0,0.0
"std::_Hashtable<temptable::Indexed_cells, temptable::Indexed_cells, temptable::Allocator<temptable::Indexed_cells, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >, std::__detail::_Identity, temptable::Indexed_cells_equal_to, temptable::Indexed_cells_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_find_before_node",0.0,0.0,0.0
Sort_param::try_to_pack_addons,0.0,0.0,0.0
Delete_rows_log_event::~Delete_rows_log_event,0.0,0.0,0.0
btr_cur_update_in_place_log,0.0,0.0,0.0
"std::_Hashtable<unsigned int, std::pair<unsigned int const, fil_space_t*>, ut::allocator<std::pair<unsigned int const, fil_space_t*>, ut::detail::allocator_base_pfs<std::pair<unsigned int const, fil_space_t*> > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash",0.0,0.0,0.0
row_upd_replace_vcol,0.0,0.0,0.0
binlog::Bgc_ticket_manager::get_back_ticket,0.0,0.0,0.0
binlog::operator!=,0.0,0.0,0.0
_L_lock_883,0.0,0.0,0.0
"ut_list_remove<ut_list_base<ib_lock_t, ib_lock_t_trx_locks_node_getter> >",0.0,0.0,0.0
setup_io_cache,0.0,0.0,0.0
find_next_zero_bit,0.0,0.0,0.0
dquot_claim_space_nodirty,0.0,0.0,0.0
