Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
pfs_digest_start_vc,0.0,0.01,0.006
native_send_call_func_ipi,0.0,0.01,0.006
_IO_no_init,0.0,0.01,0.006
Session_consistency_gtids_ctx::notify_after_transaction_commit,0.0,0.01,0.006
TABLE::setup_partial_update,0.0,0.01,0.006
Security_context::master_access,0.0,0.02,0.006
memmove@plt,0.0,0.01,0.006
SortingIterator::SortingIterator,0.0,0.01,0.006
Item::find_field_processor,0.0,0.01,0.006
_IO_str_init_static_internal,0.0,0.01,0.006
init_tmp_table_share,0.0,0.01,0.006
Binlog_cache_compressor::compress,0.0,0.01,0.006
Field_string::real_type,0.0,0.01,0.006
"ut_list_remove<ut_list_base<ReadView, ut_list_base_explicit_getter<ReadView, &ReadView::m_view_list> > >",0.0,0.01,0.006
jbd2_journal_cancel_revoke,0.0,0.01,0.006
dd::cache::Local_multi_map<dd::Spatial_reference_system>::erase,0.0,0.01,0.006
ext4_nonda_switch,0.0,0.01,0.006
log_files_produce_file,0.0,0.01,0.006
mntput,0.0,0.01,0.006
Modification_plan::register_in_thd,0.0,0.01,0.006
"std::__detail::_Hashtable_alloc<temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> > >::_M_deallocate_buckets",0.0,0.01,0.006
btr_insert_on_non_leaf_level,0.0,0.01,0.006
well_formed_copy_nchars,0.0,0.01,0.006
Log_event::wrapper_my_b_safe_write,0.0,0.01,0.006
reinit_io_cache,0.0,0.01,0.006
std::_Rb_tree_increment,0.0,0.02,0.006
Field_num::derivation,0.0,0.01,0.006
thd_mem_cnt_free,0.0,0.01,0.006
__list_add,0.0,0.01,0.006
PT_query_specification::can_absorb_order_and_limit,0.0,0.01,0.006
Item_sum::cleanup,0.0,0.01,0.006
pfs_unbind_table_v1,0.0,0.01,0.006
Item::repoint_const_outer_ref,0.0,0.02,0.006
current_kernel_time,0.0,0.01,0.006
Sql_cmd_update::precheck,0.0,0.01,0.006
poll_select_copy_remaining,0.0,0.02,0.006
Query_block::set_lock_for_tables,0.0,0.01,0.006
alloc_page_buffers,0.0,0.01,0.006
blk_account_io_done,0.0,0.01,0.006
_itoa_word,0.0,0.01,0.006
btr_search_update_hash_on_insert,0.0,0.01,0.006
AIO::reserve_slot,0.0,0.01,0.006
find_statement_class,0.0,0.01,0.006
pfs_start_transaction_v1,0.0,0.01,0.006
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Routine>,0.0,0.01,0.006
Item_sum::type,0.0,0.01,0.006
trx_savept_take,0.0,0.01,0.006
XID_STATE::check_in_xa,0.0,0.01,0.006
MDL_ticket_store::push_front,0.0,0.01,0.006
que_thr_stop_for_mysql_no_error,0.0,0.02,0.006
fsp_is_undo_tablespace,0.0,0.01,0.006
Distinct_check::check_query,0.0,0.01,0.006
ZeroRowsIterator::~ZeroRowsIterator,0.0,0.01,0.006
JOIN::replace_index_subquery,0.0,0.01,0.006
TABLE::prepare_for_position,0.0,0.01,0.006
map_id_up,0.0,0.01,0.006
Locked_tables_list::unlock_locked_tables,0.0,0.01,0.006
TABLE::set_created,0.0,0.01,0.006
ext4_es_insert_extent,0.0,0.02,0.006
dd::cache::Local_multi_map<dd::Event>::erase,0.0,0.01,0.006
binary_log::Table_map_event::~Table_map_event,0.0,0.01,0.006
dd_dispatch_request,0.0,0.01,0.006
jbd2_journal_put_journal_head,0.0,0.01,0.006
dd::cache::Local_multi_map<dd::Column_statistics>::erase,0.0,0.01,0.006
btr_cur_optimistic_delete_func,0.0,0.01,0.006
Binlog_cache_compressor::~Binlog_cache_compressor,0.0,0.01,0.006
__strncasecmp_avx,0.0,0.01,0.006
ending_trans,0.0,0.01,0.006
trans_reset_one_shot_chistics,0.0,0.01,0.006
Gtid_state::update_gtids_impl_own_anonymous,0.0,0.01,0.006
binlog::AtomicBgcTicket::set_in_use,0.0,0.01,0.006
fil_space_get,0.0,0.01,0.006
dd::cache::Local_multi_map<dd::Tablespace>::erase,0.0,0.01,0.006
handler::index_scan_cost,0.0,0.01,0.005
my_write,0.0,0.01,0.005
KEY_PART_INFO::init_flags,0.0,0.01,0.005
bio_phys_segments,0.0,0.01,0.005
Commit_order_trx_dependency_tracker::get_dependency,0.0,0.01,0.005
getnstimeofday64,0.0,0.01,0.005
"temptable::Allocator<temptable::Cursor, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.01,0.005
Func_ptr::Func_ptr,0.0,0.01,0.005
buf_LRU_make_block_young,0.0,0.01,0.005
find_worst_seeks,0.0,0.01,0.005
thd_get_thread_id,0.0,0.01,0.005
EstimateAggregateCost,0.0,0.01,0.005
KEY_PART_INFO::init_from_field,0.0,0.01,0.005
pfs_set_metadata_lock_status_vc,0.0,0.01,0.005
std::chrono::_V2::system_clock::now,0.0,0.01,0.005
Field::binlog_type,0.0,0.01,0.005
clear_page_c_e,0.0,0.01,0.005
__jbd2_journal_file_buffer,0.0,0.02,0.005
dd::cache::Dictionary_client::acquire<dd::Schema>,0.0,0.01,0.005
Ha_trx_info_list::operator bool,0.0,0.01,0.005
"std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, binlog_cache_data::cache_state>, std::_Select1st<std::pair<unsigned long long const, binlog_cache_data::cache_state> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, binlog_cache_data::cache_state> > >::_M_get_insert_unique_pos",0.0,0.01,0.005
Commit_stage_manager::wait_for_ticket_turn,0.0,0.01,0.005
Field::eq_def,0.0,0.01,0.005
elv_merge,0.0,0.01,0.005
page_mapping,0.0,0.01,0.005
alloc_buffer_head,0.0,0.01,0.005
Commit_stage_manager::signal_done,0.0,0.01,0.005
strcmp@plt,0.0,0.01,0.005
btr_root_get,0.0,0.01,0.005
btr_root_block_get,0.0,0.01,0.005
binlog::BgcTicket::BgcTicket,0.0,0.01,0.005
check_schema_readonly,0.0,0.02,0.005
virtnet_poll,0.0,0.01,0.005
handler::ha_drop_table,0.0,0.01,0.005
FilterIterator::StartPSIBatchMode,0.0,0.01,0.005
blk_mq_sched_try_merge,0.0,0.01,0.005
bio_get_nr_vecs,0.0,0.01,0.005
bvec_free,0.0,0.01,0.005
MYSQL_BIN_LOG::assign_automatic_gtids_to_flush_group,0.0,0.01,0.005
stmt_has_updated_trans_table,0.0,0.01,0.005
Item_bool_func2::select_optimize,0.0,0.01,0.005
skb_unlink,0.0,0.01,0.005
dd_bio_merge,0.0,0.01,0.005
temptable::Handler::~Handler,0.0,0.01,0.005
MYSQL_BIN_LOG::process_after_commit_stage_queue,0.0,0.01,0.005
dd_has_work,0.0,0.01,0.005
PFS_user::carry_memory_stat_alloc_delta,0.0,0.01,0.005
Filesort_buffer::update_peak_memory_used,0.0,0.01,0.005
btr_page_alloc_priv,0.0,0.01,0.005
kmalloc_slab,0.0,0.02,0.005
THD::binlog_update_row,0.0,0.01,0.005
rw_lock_s_lock_spin,0.0,0.01,0.005
btr_cur_update_in_place_log,0.0,0.01,0.005
dd::cache::Local_multi_map<dd::Abstract_table>::erase,0.0,0.02,0.005
Query_log_event::~Query_log_event,0.0,0.01,0.005
"MEM_ROOT::ArrayAlloc<std::unique_ptr<RowIterator, Destroy_only<RowIterator> >>",0.0,0.01,0.005
Rows_log_event::get_data_size,0.0,0.01,0.005
dd::cache::Shared_multi_map<dd::Abstract_table>::use_if_present<dd::Item_name_key>,0.0,0.01,0.005
Item_sum::used_tables,0.0,0.01,0.005
__delayacct_blkio_start,0.0,0.01,0.005
Fil_shard::get_file_for_io,0.0,0.01,0.005
file_read_actor,0.0,0.01,0.005
Log_file::open,0.0,0.01,0.005
__smp_mb__after_atomic,0.0,0.01,0.005
aio_read_events,0.0,0.01,0.005
Log_event::starts_group,0.0,0.01,0.005
log_buffer_set_first_record_group,0.0,0.02,0.005
hrtimer_init_sleeper,0.0,0.01,0.005
insert_events_transactions_history,0.0,0.01,0.005
fil_space_release,0.0,0.01,0.005
Aggregator_simple::setup,0.0,0.01,0.005
Log_file_handle::close,0.0,0.01,0.005
log_advance_ready_for_write_lsn,0.0,0.01,0.005
std::string::_Rep::_M_destroy@plt,0.0,0.01,0.005
bitmap_n_copy,0.0,0.01,0.005
Item::clean_up_after_removal,0.0,0.01,0.005
security_file_permission,0.0,0.01,0.005
__set_current_blocked,0.0,0.01,0.005
ReadView::prepare,0.0,0.01,0.005
SortingIterator::CleanupAfterQuery,0.0,0.01,0.005
MaterializeIterator<DummyIteratorProfiler>::StartPSIBatchMode,0.0,0.01,0.005
iov_iter_advance,0.0,0.01,0.005
row_parse_int_from_field,0.0,0.01,0.005
"mysqlns::buffer::Rw_buffer_sequence<unsigned char, std::vector>::set_position",0.0,0.01,0.005
Transaction_state_tracker::add_trx_state,0.0,0.01,0.004
Query_block::destroy_tree,0.0,0.01,0.004
String::set_or_copy_aligned,0.0,0.01,0.004
page_mkclean,0.0,0.01,0.004
RecLock::lock_add,0.0,0.01,0.004
Transaction_state_tracker::end_trx,0.0,0.01,0.004
Item_sum::set_aggregator,0.0,0.01,0.004
bvec_alloc,0.0,0.01,0.004
Rpl_transaction_write_set_ctx::reset_state,0.0,0.01,0.004
pfs_inc_statement_sort_scan_vc,0.0,0.01,0.004
Ha_trx_info_list::Ha_trx_info_list,0.0,0.01,0.004
std::string::swap,0.0,0.01,0.004
ext4_ext_insert_extent,0.0,0.01,0.004
strtoul,0.0,0.01,0.004
IO_CACHE_binlog_cache_storage::begin,0.0,0.01,0.004
dirname_part,0.0,0.01,0.004
Rpl_transaction_write_set_ctx::clear_write_set,0.0,0.01,0.004
"temptable::Allocator<std::__detail::_Hash_node_base*, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.004
__getnstimeofday64,0.0,0.01,0.004
temptable::Handler::table_flags,0.0,0.01,0.004
poll_freewait,0.0,0.01,0.004
Transaction_dependency_tracker::get_max_committed_timestamp,0.0,0.01,0.004
Fil_shard::prepare_file_for_io,0.0,0.01,0.004
ext4_inode_table,0.0,0.01,0.004
Item::replace_equal_field,0.0,0.01,0.004
Log_files_dict::file,0.0,0.01,0.004
Table_map_log_event::save_field_metadata,0.0,0.01,0.004
__x86_return_thunk,0.0,0.01,0.004
thd_get_xid,0.0,0.01,0.004
sbitmap_get,0.0,0.01,0.004
Sort_param::count_json_keys,0.0,0.01,0.004
validate_string,0.0,0.01,0.004
bitmap_bits_set,0.0,0.01,0.004
pthread_mutex_lock@plt,0.0,0.01,0.004
Item_field::subst_argument_checker,0.0,0.01,0.004
Commit_stage_manager::get_instance,0.0,0.01,0.004
blk_rq_map_sg,0.0,0.01,0.004
__blk_segment_map_sg,0.0,0.01,0.004
Field_string::reset,0.0,0.01,0.004
MVCC::get_view,0.0,0.01,0.004
binlog::Bgc_ticket_manager::add_processed_sessions_to_front_ticket,0.0,0.01,0.004
SEL_ROOT::free_tree,0.0,0.01,0.004
put_page,0.0,0.01,0.004
plist_del,0.0,0.01,0.004
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Schema>,0.0,0.01,0.004
mem_root_deque<Item_field*>::add_block_back,0.0,0.01,0.004
Field::max_data_length,0.0,0.01,0.004
do_nanosleep,0.0,0.01,0.004
"Prealloced_array<pack_rows::Table, 4ul>::~Prealloced_array",0.0,0.01,0.004
Field::key_length,0.0,0.01,0.004
copy_funcs,0.0,0.01,0.004
_IO_setb,0.0,0.01,0.004
Item_sum_sum::val_str,0.0,0.01,0.004
bitmap_is_clear_all,0.0,0.01,0.004
Field_string::do_save_field_metadata,0.0,0.01,0.004
ER_THD,0.0,0.01,0.004
sbitmap_queue_clear,0.0,0.01,0.004
blk_mq_sched_restart,0.0,0.01,0.004
Item::subst_argument_checker,0.0,0.01,0.004
MDL_context::fix_pins,0.0,0.01,0.004
row_search_on_row_ref,0.0,0.01,0.004
inc_zone_page_state,0.0,0.01,0.004
JOIN::attach_join_conditions,0.0,0.01,0.004
PFS_host::carry_memory_stat_alloc_delta,0.0,0.01,0.004
__x2apic_send_IPI_mask,0.0,0.01,0.004
Sql_cmd_dml::get_eligible_secondary_engine,0.0,0.01,0.004
pthread_rwlock_rdlock,0.0,0.01,0.004
binary_log::Binary_log_event::~Binary_log_event,0.0,0.01,0.004
ha_innobase::open,0.0,0.01,0.004
MYSQL_BIN_LOG::gtid_end_transaction,0.0,0.01,0.004
_IO_old_init,0.0,0.01,0.004
Log_event::get_time,0.0,0.01,0.004
Field_long::val_int,0.0,0.01,0.004
Field_string::max_packed_col_length,0.0,0.01,0.004
THD::binlog_setup_trx_data,0.0,0.01,0.004
dirname_length,0.0,0.01,0.004
log_buffer_close,0.0,0.01,0.004
meb::redo_log_archive_produce,0.0,0.01,0.004
ext4_ext_find_extent,0.0,0.01,0.004
__jbd2_log_wait_for_space,0.0,0.01,0.0033333333333333335
"temptable::Allocator<temptable::Table::Index_entry, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.0033333333333333335
balance_dirty_pages_ratelimited,0.0,0.01,0.0033333333333333335
FilterIterator::EndPSIBatchModeIfStarted,0.0,0.01,0.0033333333333333335
sched_getcpu@plt,0.0,0.01,0.0033333333333333335
buf_LRU_block_free_non_file_page,0.0,0.01,0.0033333333333333335
binlog::BgcTicket::is_set,0.0,0.01,0.0033333333333333335
mlog_write_ull,0.0,0.01,0.0033333333333333335
THD::inc_status_sort_scan,0.0,0.01,0.0033333333333333335
arch_local_irq_save,0.0,0.01,0.0033333333333333335
Rpl_thd_context::get_tx_rpl_delegate_stage_status,0.0,0.01,0.0033333333333333335
blk_mq_start_request,0.0,0.01,0.0033333333333333335
TrxUndoRsegsIterator::set_next,0.0,0.01,0.0033333333333333335
JOIN_TAB::init_join_cond_ref,0.0,0.01,0.0033333333333333335
jbd2_journal_blocks_per_page,0.0,0.01,0.0033333333333333335
Trx_by_id_with_min::erase,0.0,0.01,0.0033333333333333335
net_length_size,0.0,0.01,0.0033333333333333335
page_add_new_anon_rmap,0.0,0.01,0.0033333333333333335
Item_func_plus::~Item_func_plus,0.0,0.01,0.0033333333333333335
JOIN::restore_fields,0.0,0.01,0.0033333333333333335
"std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, binlog_cache_data::cache_state>, std::_Select1st<std::pair<unsigned long long const, binlog_cache_data::cache_state> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, binlog_cache_data::cache_state> > >::_M_get_insert_hint_unique_pos",0.0,0.01,0.0033333333333333335
pfs_set_thread_secondary_engine_vc,0.0,0.01,0.0033333333333333335
std::string::_M_leak_hard,0.0,0.01,0.0033333333333333335
trx_undo_gtid_add_update_undo,0.0,0.01,0.0033333333333333335
Item::save_str_value_in_field,0.0,0.01,0.0033333333333333335
Item::init_make_field,0.0,0.01,0.0033333333333333335
Optimize_table_order::backout_nj_state,0.0,0.01,0.0033333333333333335
ha_innobase::release_auto_increment,0.0,0.01,0.0033333333333333335
__es_insert_extent,0.0,0.01,0.0033333333333333335
init_request_from_bio,0.0,0.01,0.0033333333333333335
Item_equal::select_optimize,0.0,0.01,0.0033333333333333335
__memcpy_chk_ssse3_back,0.0,0.01,0.0033333333333333335
mapping_tagged,0.0,0.01,0.0033333333333333335
Gtid_specification::to_string,0.0,0.01,0.0033333333333333335
blk_rq_bio_prep,0.0,0.01,0.0033333333333333335
net_rx_action,0.0,0.01,0.0033333333333333335
iov_iter_copy_from_user_atomic,0.0,0.01,0.0033333333333333335
jbd2_log_do_checkpoint,0.0,0.01,0.0033333333333333335
os_file_flush_func,0.0,0.01,0.0033333333333333335
setup_tmptable_write_func,0.0,0.01,0.0033333333333333335
LinuxAIOHandler::collect,0.0,0.01,0.0033333333333333335
trx_start_if_not_started_low,0.0,0.01,0.0033333333333333335
"temptable::Allocator<unsigned char, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.0033333333333333335
Table_ref::is_derived_unfinished_materialization,0.0,0.01,0.0033333333333333335
fget,0.0,0.01,0.0033333333333333335
Item_func::contributes_to_filter,0.0,0.01,0.0033333333333333335
get_max_key_and_part_length,0.0,0.01,0.0033333333333333335
Item_sum_sum::val_decimal,0.0,0.01,0.0033333333333333335
__fsnotify_parent,0.0,0.01,0.0033333333333333335
std::__detail::_Prime_rehash_policy::_M_need_rehash,0.0,0.01,0.0033333333333333335
Item_ident::aggregate_check_group,0.0,0.01,0.0033333333333333335
sbitmap_any_bit_set,0.0,0.01,0.0033333333333333335
page_rec_get_nth_const,0.0,0.01,0.0033333333333333335
net_store_data,0.0,0.01,0.0025
std::string::_S_construct,0.0,0.01,0.0025
std::_Function_handler<bool,0.0,0.01,0.0025
Item_string::save_in_field_inner,0.0,0.01,0.0025
Rows_log_event::write_data_header,0.0,0.01,0.0025
Sort_param::try_to_pack_addons,0.0,0.01,0.0025
Field_longstr::max_data_length,0.0,0.01,0.0025
throtl_update_dispatch_stats,0.0,0.01,0.0025
Field_string::val_str,0.0,0.01,0.0025
__vdso_time,0.0,0.01,0.0025
posix_fallocate64,0.0,0.01,0.0025
Field_long::get_max_int_value,0.0,0.01,0.0025
Sql_cmd_delete::precheck,0.0,0.01,0.0025
TableScanIterator::TableScanIterator,0.0,0.01,0.0025
pack_rows::ComputeRowSizeUpperBound,0.0,0.01,0.0025
find_shortest_key,0.0,0.01,0.0025
memcmp@plt,0.0,0.01,0.0025
std::__detail::_Prime_rehash_policy::_M_next_bkt@plt,0.0,0.01,0.0025
temptable::Handler::rnd_next,0.0,0.01,0.0025
MDL_ticket::create,0.0,0.01,0.0025
thd_thread_id,0.0,0.01,0.0025
Item::is_expensive,0.0,0.01,0.0025
lock_timer_base.isra.38,0.0,0.01,0.0025
Item_sum_sum::clear,0.0,0.01,0.0025
temptable::Handler::get_memory_buffer_size,0.0,0.01,0.0025
PTI_in_sum_expr::~PTI_in_sum_expr,0.0,0.01,0.0025
PTI_text_literal_text_string::~PTI_text_literal_text_string,0.0,0.01,0.0025
os_event_set,0.0,0.01,0.0025
btr_pcur_t::open_on_user_rec,0.0,0.01,0.0025
TTASEventMutex<BlockMutexPolicy>::exit,0.0,0.01,0.0025
__snprintf_chk,0.0,0.01,0.0025
Field::init,0.0,0.01,0.0025
ext4_da_update_reserve_space,0.0,0.01,0.0025
Item_func::param_type_is_default,0.0,0.01,0.0025
ext4_io_submit_init,0.0,0.01,0.0025
Item_sum::update_used_tables,0.0,0.01,0.0025
mem_heap_add_block,0.0,0.01,0.0025
pfs_get_thread_file_descriptor_locker_vc,0.0,0.01,0.0025
__memmove_chk_ssse3_back,0.0,0.01,0.0025
is_xa_prepare,0.0,0.01,0.0025
blk_mq_sched_restart_hctx.part.5,0.0,0.01,0.0025
operator delete[],0.0,0.01,0.0025
pfs_notify_statement_query_attributes_vc,0.0,0.01,0.0025
Commit_order_manager::wait_for_its_turn_before_flush_stage,0.0,0.01,0.0025
__sb_end_write,0.0,0.01,0.0025
check_that_all_fields_are_given_values,0.0,0.01,0.0025
innobase_next_autoinc,0.0,0.01,0.0025
log_files_number_of_existing_files,0.0,0.01,0.0025
THD::disable_low_level_commit_ordering,0.0,0.01,0.0025
Item_sum_sum::add,0.0,0.01,0.0025
strlength,0.0,0.01,0.0025
handler::adjust_next_insert_id_after_explicit_value,0.0,0.01,0.0025
get_sel_root_for_keypart,0.0,0.01,0.0025
mempool_free_slab,0.0,0.01,0.0025
xid_t::set,0.0,0.01,0.0025
mysql_unlock_some_tables,0.0,0.01,0.0025
binary_log::Rows_event::~Rows_event,0.0,0.01,0.0025
mtr_t::x_lock_space,0.0,0.01,0.0025
row_mysql_handle_errors,0.0,0.01,0.0025
page_set_max_trx_id,0.0,0.01,0.0025
remove_wait_queue,0.0,0.01,0.0025
lock_wait_suspend_thread,0.0,0.01,0.0025
fsp_is_session_temporary,0.0,0.01,0.0025
cs::util::ReplicatedColumnsView::add_filter_if_needed,0.0,0.01,0.0025
String::numchars,0.0,0.01,0.0025
Item::add_field_to_cond_set_processor,0.0,0.01,0.0025
__brelse,0.0,0.01,0.0025
handler::update_auto_increment,0.0,0.01,0.002
Transaction_compression_ctx::managed_buffer_sequence,0.0,0.01,0.002
dict_index_t::is_tuple_instant_format,0.0,0.01,0.002
Item_sum_sum::Item_sum_sum,0.0,0.01,0.002
pfs_start_file_wait_vc,0.0,0.01,0.002
__mnt_want_write_file,0.0,0.01,0.002
Sql_cmd_dml::is_data_change_stmt,0.0,0.01,0.002
mnt_clone_write,0.0,0.01,0.002
row_get_autoinc_counter,0.0,0.01,0.002
update_io_ticks,0.0,0.01,0.002
mysql_reset_thd_for_next_command,0.0,0.01,0.002
clock_gettime@plt,0.0,0.01,0.002
PFS_thread::carry_memory_stat_alloc_delta,0.0,0.01,0.002
Field::real_type,0.0,0.01,0.002
Sql_cmd_delete::execute_inner,0.0,0.01,0.002
ext4_group_desc_csum_set,0.0,0.01,0.002
find_table_in_global_list,0.0,0.01,0.002
Fil_shard::remove_from_LRU,0.0,0.01,0.002
Gtid_log_event::Gtid_log_event,0.0,0.01,0.002
"Prealloced_array<pack_rows::Table, 4ul>::reserve",0.0,0.01,0.002
Item::visit_all_analyzer,0.0,0.01,0.002
intern_filename,0.0,0.01,0.002
THD::is_binlog_cache_empty,0.0,0.01,0.002
dict_name::file_to_table,0.0,0.01,0.002
dict_table_autoinc_lock,0.0,0.01,0.002
thd_trx_priority,0.0,0.01,0.002
x2apic_send_IPI_allbutself,0.0,0.01,0.002
Clone_persist_gtid::has_gtid,0.0,0.01,0.002
Fil_system::space_acquire,0.0,0.01,0.002
handler::estimate_in_memory_buffer,0.0,0.01,0.002
PFS_thread::mem_cnt_free,0.0,0.01,0.002
dd::cache::Local_multi_map<dd::Resource_group>::erase,0.0,0.01,0.002
__mem_cgroup_try_charge,0.0,0.01,0.002
handler::unbind_psi,0.0,0.01,0.002
SortingIterator::Read,0.0,0.01,0.002
btr_cur_del_mark_set_clust_rec,0.0,0.01,0.002
PT_order_expr::contextualize,0.0,0.01,0.002
equality_determines_uniqueness,0.0,0.01,0.002
MY_XXH64,0.0,0.01,0.002
__sbitmap_get_word,0.0,0.01,0.002
binlog::Bgc_ticket_manager::instance,0.0,0.01,0.002
validate_default_values_of_unset_fields,0.0,0.01,0.002
unix_scm_to_skb,0.0,0.01,0.002
MaterializeIterator<DummyIteratorProfiler>::~MaterializeIterator,0.0,0.01,0.002
pfs_set_mem_cnt_THD_vc,0.0,0.01,0.002
Item::val_string_from_decimal,0.0,0.01,0.002
THD::enable_low_level_commit_ordering,0.0,0.01,0.002
log_concurrency_margin,0.0,0.0,0.0
log_update_limits_low,0.0,0.0,0.0
elv_rqhash_del.part.6,0.0,0.0,0.0
dict_mem_table_create,0.0,0.0,0.0
bio_init_aux,0.0,0.0,0.0
srv_thread_is_active,0.0,0.0,0.0
AIO::release,0.0,0.0,0.0
virtqueue_notify,0.0,0.0,0.0
"std::vector<unsigned int, ut::allocator<unsigned int, ut::detail::allocator_base_pfs<unsigned int> > >::_M_realloc_insert<unsigned int const&>",0.0,0.0,0.0
iowrite16,0.0,0.0,0.0
path_lookupat,0.0,0.0,0.0
strchr@plt,0.0,0.0,0.0
put_cred_rcu,0.0,0.0,0.0
THD::set_next_event_pos,0.0,0.0,0.0
Gtid_log_event::write_body_to_memory,0.0,0.0,0.0
THD::store_globals,0.0,0.0,0.0
dd::cache::Dictionary_client::Auto_releaser::transfer_release<dd::Abstract_table>,0.0,0.0,0.0
__cond_resched,0.0,0.0,0.0
blk_queue_enter,0.0,0.0,0.0
__es_tree_search,0.0,0.0,0.0
ext4_es_free_extent,0.0,0.0,0.0
dquot_claim_space_nodirty,0.0,0.0,0.0
get_reserved_cluster_alloc,0.0,0.0,0.0
__mnt_drop_write,0.0,0.0,0.0
dd::Schema::update_name_key,0.0,0.0,0.0
dd::cache::Dictionary_client::release<dd::Abstract_table>,0.0,0.0,0.0
Item_func::Item_func,0.0,0.0,0.0
free_uid,0.0,0.0,0.0
Log_event::is_sbr_logging_format,0.0,0.0,0.0
Log_file_handle::~Log_file_handle,0.0,0.0,0.0
hrtimer_cancel,0.0,0.0,0.0
btr_search_update_hash_on_move,0.0,0.0,0.0
flst_remove,0.0,0.0,0.0
_L_lock_16654,0.0,0.0,0.0
trx_undo_get_next_rec,0.0,0.0,0.0
fil_space_get_page_size,0.0,0.0,0.0
fil_space_get_flags,0.0,0.0,0.0
locksys::Shard_naked_latches_guard::Shard_naked_latches_guard,0.0,0.0,0.0
os_event::timed_wait,0.0,0.0,0.0
put_ioctx,0.0,0.0,0.0
dict_table_copy_types,0.0,0.0,0.0
__strcpy_chk,0.0,0.0,0.0
rb_insert_color,0.0,0.0,0.0
dict_table_close,0.0,0.0,0.0
std::string::_M_replace_safe,0.0,0.0,0.0
AIO::select_slot_array,0.0,0.0,0.0
ext4_block_bitmap,0.0,0.0,0.0
dd::cache::Multi_map_base<dd::Abstract_table>::remove_single_element,0.0,0.0,0.0
CreateConjunction,0.0,0.0,0.0
dtuple_coll_eq,0.0,0.0,0.0
time@plt,0.0,0.0,0.0
trx_undo_rec_is_multi_value,0.0,0.0,0.0
Purge_groups_t::distribute_if_needed,0.0,0.0,0.0
__read_lock_failed,0.0,0.0,0.0
AggregateIterator::EndPSIBatchModeIfStarted,0.0,0.0,0.0
Double_write::check_page_lsn,0.0,0.0,0.0
disk_map_sector_rcu,0.0,0.0,0.0
Encryption::get_type,0.0,0.0,0.0
SyncFileIO::execute,0.0,0.0,0.0
Arg_comparator::compare_int_signed,0.0,0.0,0.0
generic_write_sync,0.0,0.0,0.0
__libc_pwrite64,0.0,0.0,0.0
dd::cache::Shared_multi_map<dd::Schema>::use_if_present<dd::Item_name_key>,0.0,0.0,0.0
virtqueue_get_buf,0.0,0.0,0.0
ext4_split_extent.isra.41,0.0,0.0,0.0
ext4_split_extent_at,0.0,0.0,0.0
ext4_rename2,0.0,0.0,0.0
ext4_rename,0.0,0.0,0.0
dquot_initialize,0.0,0.0,0.0
dquot_active.isra.8,0.0,0.0,0.0
THD::inc_status_sort_rows,0.0,0.0,0.0
pfs_end_file_rename_wait_vc,0.0,0.0,0.0
log_update_buf_limit,0.0,0.0,0.0
ha_innobase::index_next,0.0,0.0,0.0
dblwr::get_encrypted_frame,0.0,0.0,0.0
dd::cache::Shared_multi_map<dd::Schema>::get<dd::Item_name_key>,0.0,0.0,0.0
ha_innobase::ha_innobase,0.0,0.0,0.0
trx_coordinator::set_prepared_in_tc_in_engines,0.0,0.0,0.0
THD::Query_plan::set_modification_plan,0.0,0.0,0.0
Field::do_save_field_metadata,0.0,0.0,0.0
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_unique_pos",0.0,0.0,0.0
is_generated_invisible_primary_key_column_name,0.0,0.0,0.0
que_fork_scheduler_round_robin,0.0,0.0,0.0
my_strnxfrmlen_simple,0.0,0.0,0.0
carry_global_memory_stat_alloc_delta,0.0,0.0,0.0
Add_dirty_blocks_to_flush_list::Add_dirty_blocks_to_flush_list,0.0,0.0,0.0
"virtual thunk to std::basic_ostream<char, std::char_traits<char> >::~basic_ostream",0.0,0.0,0.0
wake_q_add,0.0,0.0,0.0
lookup_page_cgroup,0.0,0.0,0.0
ext4_mb_regular_allocator,0.0,0.0,0.0
